5740000,3130135,https://gg2-replays-prod.s3.amazonaws.com/6acd44195921d67b95fd9650b892eb68.SC2Replay,2.1.8.33553,1,Retribution LE,3855,https://gg2-mi-dev.s3.amazonaws.com/retribution_le.jpg,4v4,Ladder,1229,0,2014-12-20T21:59:14+00:00
5740001,3130136,https://gg2-replays-prod.s3.amazonaws.com/56cedadd7c671f43f4113b3f3afa216e.SC2Replay,2.1.8.33553,1,Old Country,5186,https://gg2-mi-dev.s3.amazonaws.com/old_country.jpg,2v2,Ladder,1884,2,2014-12-24T02:25:17+00:00
5740002,3130137,https://gg2-replays-prod.s3.amazonaws.com/01e1c14730486d91ce03d06893394118.SC2Replay,2.1.8.33553,1,Crooked Maw,4170,https://gg2-mi-dev.s3.amazonaws.com/crooked_maw.jpg,2v2,Ladder,758,2,2014-12-24T01:24:51+00:00
5740003,3130138,https://gg2-replays-prod.s3.amazonaws.com/c6fa10a3ad68282bc0ad5d667a11e0db.SC2Replay,2.1.8.33553,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,1172,1,2014-12-24T00:12:08+00:00
5740004,3130139,https://gg2-replays-prod.s3.amazonaws.com/27a570be0850089f517cf829368b3e9f.SC2Replay,2.1.8.33553,1,Crooked Maw,4170,https://gg2-mi-dev.s3.amazonaws.com/crooked_maw.jpg,2v2,Ladder,1645,2,2014-12-24T00:55:14+00:00
5740005,3130140,https://gg2-replays-prod.s3.amazonaws.com/73ae272d0c70a9ff58089739484b17d4.SC2Replay,2.1.8.33553,1,Avalanche,4213,https://gg2-mi-dev.s3.amazonaws.com/avalanche.jpg,2v2,Ladder,388,1,2014-12-23T22:47:51+00:00
5740006,3130142,https://gg2-replays-prod.s3.amazonaws.com/ea84767917f39c13c99bbc52afe2728b.SC2Replay,2.1.8.33553,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,1120,1,2014-12-23T23:57:13+00:00
5740007,3130143,https://gg2-replays-prod.s3.amazonaws.com/84e2ad44c6bf3093f3e309434bf7ffc9.SC2Replay,2.1.8.33553,1,Crooked Maw,4170,https://gg2-mi-dev.s3.amazonaws.com/crooked_maw.jpg,2v2,Ladder,1216,1,2014-12-23T22:24:43+00:00
5740008,3130144,https://gg2-replays-prod.s3.amazonaws.com/8fe89be94a0b3e4e15b2275e273f8a8e.SC2Replay,2.1.8.33553,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,740,2,2014-12-23T23:42:22+00:00
5740009,3130145,https://gg2-replays-prod.s3.amazonaws.com/8453cab8ba5d579e309a0c88f0b3dbd2.SC2Replay,2.1.8.33553,1,Crystal Pools,4763,https://gg2-mi-dev.s3.amazonaws.com/crystal_pools.jpg,2v2,Ladder,1318,1,2014-12-24T02:01:52+00:00
5740010,3130146,https://gg2-replays-prod.s3.amazonaws.com/8798a8a5ada1c163117f7bcffdfe4f2c.SC2Replay,2.1.8.33553,1,Deadwing LE,5441,https://gg2-mi-dev.s3.amazonaws.com/deadwing_le.jpg,1v1,Ladder,894,2,2014-12-24T00:30:45+00:00
5740011,3130147,https://gg2-replays-prod.s3.amazonaws.com/b97a44d4f83e6242fccb086f5e881eca.SC2Replay,2.1.8.33553,1,Deadwing LE,5441,https://gg2-mi-dev.s3.amazonaws.com/deadwing_le.jpg,1v1,Ladder,321,1,2014-12-23T21:17:05+00:00
5740012,3130148,https://gg2-replays-prod.s3.amazonaws.com/7d6d6d1661d6ab44d6f1a2a94f9f205b.SC2Replay,2.1.8.33553,1,Resupply Tanker,3383,https://gg2-mi-dev.s3.amazonaws.com/resupply_tanker.jpg,2v2,Ladder,1165,0,2014-12-23T23:25:59+00:00
5740013,3130149,https://gg2-replays-prod.s3.amazonaws.com/82e9cfcf0d4d3e9cfde5d43e3d5bfdea.SC2Replay,2.1.8.33553,1,King Sejong Station LE,5438,https://gg2-mi-dev.s3.amazonaws.com/king_sejong_station_le.jpg,1v1,Ladder,2355,1,2014-12-23T20:47:06+00:00
5740014,3130150,https://gg2-replays-prod.s3.amazonaws.com/83b4a7bc114d7239a46bb6bd1fa67113.SC2Replay,2.1.8.33553,1,Preservation LE,5172,https://gg2-mi-dev.s3.amazonaws.com/preservation_le.jpg,2v2,Ladder,1311,1,2014-12-23T22:41:38+00:00
5740015,3130151,https://gg2-replays-prod.s3.amazonaws.com/49966a51f4ae5c7282b0a11b8ffcb118.SC2Replay,2.1.8.33553,1,Deadwing LE,5441,https://gg2-mi-dev.s3.amazonaws.com/deadwing_le.jpg,1v1,Ladder,502,2,2014-12-23T21:34:18+00:00
5740016,3130152,https://gg2-replays-prod.s3.amazonaws.com/437eaee54fe1fb38f150874718b26ca4.SC2Replay,2.1.8.33553,1,King Sejong Station LE,5438,https://gg2-mi-dev.s3.amazonaws.com/king_sejong_station_le.jpg,1v1,Ladder,1641,2,2014-12-23T21:12:24+00:00
5740017,3130153,https://gg2-replays-prod.s3.amazonaws.com/dc8eb8eac3521db1de6b57a2ab8e18c8.SC2Replay,2.1.8.33553,1,Crooked Maw,4170,https://gg2-mi-dev.s3.amazonaws.com/crooked_maw.jpg,2v2,Ladder,1304,2,2014-12-24T01:44:53+00:00
5740018,3130154,https://gg2-replays-prod.s3.amazonaws.com/bcc09daefc762ddaefa27958952fde0e.SC2Replay,2.1.7.33148,1,Ohana LE,5578,https://gg2-mi-dev.s3.amazonaws.com/ohana_le.jpg,1v1,Ladder,313,2,2014-12-18T21:11:02+00:00
5740019,3130155,https://gg2-replays-prod.s3.amazonaws.com/dbf1f7bef2e7922b80dbd997b1c96f7c.SC2Replay,2.1.8.33553,1,Resupply Tanker,3383,https://gg2-mi-dev.s3.amazonaws.com/resupply_tanker.jpg,2v2,Ladder,459,0,2014-12-19T19:37:25+00:00
5740020,3130156,https://gg2-replays-prod.s3.amazonaws.com/1825f067bdcdb94f1196874a0855a176.SC2Replay,2.1.7.33148,1,Akilon Wastes,5582,https://gg2-mi-dev.s3.amazonaws.com/akilon_wastes.jpg,1v1,Ladder,551,1,2014-12-18T21:18:29+00:00
5740021,3130157,https://gg2-replays-prod.s3.amazonaws.com/c9169cb656cca79d2a3e66a425e50ed8.SC2Replay,2.1.7.33148,1,Akilon Wastes,5582,https://gg2-mi-dev.s3.amazonaws.com/akilon_wastes.jpg,1v1,Ladder,463,2,2014-12-18T21:00:40+00:00
5740022,3130158,https://gg2-replays-prod.s3.amazonaws.com/6978cee480f489af7a79b085e23578b6.SC2Replay,2.1.8.33553,1,Old Country,5186,https://gg2-mi-dev.s3.amazonaws.com/old_country.jpg,4v4,Ladder,1398,2,2014-12-20T21:42:19+00:00
5740023,3130159,https://gg2-replays-prod.s3.amazonaws.com/f521f41339abd46b8a64c289565b859f.SC2Replay,2.1.8.33553,1,Crystal Pools,4763,https://gg2-mi-dev.s3.amazonaws.com/crystal_pools.jpg,2v2,Ladder,551,1,2014-12-19T19:10:02+00:00
5740024,3130160,https://gg2-replays-prod.s3.amazonaws.com/5fb75c923eeea214dc10a9643d44b696.SC2Replay,2.1.8.33553,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,562,0,2014-12-19T19:19:32+00:00
5740025,3130161,https://gg2-replays-prod.s3.amazonaws.com/83b732d27a193f7243fddead9e4e7366.SC2Replay,2.1.7.33148,1,Ohana LE,5578,https://gg2-mi-dev.s3.amazonaws.com/ohana_le.jpg,1v1,Ladder,327,2,2014-12-18T20:54:39+00:00
5740026,3130162,https://gg2-replays-prod.s3.amazonaws.com/29184d4366e629326e4ac665a3f35a9d.SC2Replay,2.1.8.33553,1,Katherine Square,4761,https://gg2-mi-dev.s3.amazonaws.com/katherine_square.jpg,2v2,Ladder,820,1,2014-12-19T21:19:26+00:00
5740027,3130163,https://gg2-replays-prod.s3.amazonaws.com/a4235398392392431354a42481404cfe.SC2Replay,2.1.7.33148,1,Akilon Wastes,5582,https://gg2-mi-dev.s3.amazonaws.com/akilon_wastes.jpg,1v1,Ladder,859,1,2014-12-18T21:31:32+00:00
5740028,3130164,https://gg2-replays-prod.s3.amazonaws.com/35a55f0a6a9db83057f09e0b46de4adc.SC2Replay,2.1.8.33553,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,19,2,2014-12-19T21:22:31+00:00
5740029,3130165,https://gg2-replays-prod.s3.amazonaws.com/0c795ff4e23d2e239cb2caac0310a2dd.SC2Replay,2.1.7.33148,1,Cloud Kingdom LE,5580,https://gg2-mi-dev.s3.amazonaws.com/cloud_kingdom_le.jpg,1v1,Ladder,615,2,2014-12-18T21:39:48+00:00
5740030,3130166,https://gg2-replays-prod.s3.amazonaws.com/136394d59c43a7ca6d274f9b2ae7d3d8.SC2Replay,2.1.8.33553,1,Resupply Tanker,3383,https://gg2-mi-dev.s3.amazonaws.com/resupply_tanker.jpg,2v2,Ladder,749,1,2014-12-20T21:07:43+00:00
5740031,3130167,https://gg2-replays-prod.s3.amazonaws.com/73d10c562e66bca3b29e76904c0db0ba.SC2Replay,2.1.7.33148,1,Metalopolis,5584,https://gg2-mi-dev.s3.amazonaws.com/metalopolis.jpg,1v1,Ladder,1320,1,2014-12-18T21:56:12+00:00
5740032,3130168,https://gg2-replays-prod.s3.amazonaws.com/a5dbf8cd995f00d88c674ec9d857bb20.SC2Replay,2.1.8.33553,1,Preservation LE,5172,https://gg2-mi-dev.s3.amazonaws.com/preservation_le.jpg,2v2,Ladder,1268,2,2014-12-19T19:55:14+00:00
5740033,3130169,https://gg2-replays-prod.s3.amazonaws.com/7e5e6b2caac2fa9b1189e38216e93464.SC2Replay,2.1.8.33553,1,Old Country,5186,https://gg2-mi-dev.s3.amazonaws.com/old_country.jpg,2v2,Ladder,845,2,2014-12-19T21:35:01+00:00
5740034,3130170,https://gg2-replays-prod.s3.amazonaws.com/266c1b838bce55b8a730386c3efd9133.SC2Replay,2.1.8.33553,1,Resupply Tanker,3383,https://gg2-mi-dev.s3.amazonaws.com/resupply_tanker.jpg,2v2,Ladder,311,1,2014-12-19T21:08:14+00:00
5740035,3130171,https://gg2-replays-prod.s3.amazonaws.com/d9ce00baf7bc0b79513adda127fb5e9c.SC2Replay,2.1.8.33553,1,Old Country,5186,https://gg2-mi-dev.s3.amazonaws.com/old_country.jpg,2v2,Ladder,774,2,2014-12-20T21:20:47+00:00
5740036,3130172,https://gg2-replays-prod.s3.amazonaws.com/439ac6306a5f364ed1f0d86f67d6eb6b.SC2Replay,2.1.8.33553,1,Avalanche,4213,https://gg2-mi-dev.s3.amazonaws.com/avalanche.jpg,2v2,Ladder,1434,0,2014-12-19T20:44:17+00:00
5740037,3130173,https://gg2-replays-prod.s3.amazonaws.com/112d3bc9b54791f037378b240637a3f8.SC2Replay,2.1.8.33553,1,Crystal Pools,4763,https://gg2-mi-dev.s3.amazonaws.com/crystal_pools.jpg,2v2,Ladder,480,2,2014-12-20T20:57:24+00:00
5740038,3130174,https://gg2-replays-prod.s3.amazonaws.com/d6a5db4f9416908731c13cf3746a5cda.SC2Replay,2.1.8.33553,1,Avalanche,4213,https://gg2-mi-dev.s3.amazonaws.com/avalanche.jpg,2v2,Ladder,662,0,2014-12-19T19:29:53+00:00
5740039,3130175,https://gg2-replays-prod.s3.amazonaws.com/d289e16176efd3c78602d0a3ab5b8134.SC2Replay,2.1.7.33148,1,Metalopolis,5584,https://gg2-mi-dev.s3.amazonaws.com/metalopolis.jpg,1v1,Ladder,282,1,2014-12-18T21:05:09+00:00
5740040,3130176,https://gg2-replays-prod.s3.amazonaws.com/abbd708ebca2a4294df5d83821ce1526.SC2Replay,2.1.8.33553,1,Crystal Pools,4763,https://gg2-mi-dev.s3.amazonaws.com/crystal_pools.jpg,2v2,Ladder,354,1,2014-12-19T20:26:01+00:00
5740041,3130177,https://gg2-replays-prod.s3.amazonaws.com/669425d8268e8ac7e13ff6d96b148231.SC2Replay,2.1.8.33553,1,Avalanche,4213,https://gg2-mi-dev.s3.amazonaws.com/avalanche.jpg,2v2,Ladder,1481,0,2014-12-19T20:14:19+00:00
5740042,3130178,https://gg2-replays-prod.s3.amazonaws.com/87e0fed2b6888119196fd270a2342378.SC2Replay,2.1.8.33553,1,Secret Spring,5730,,1v1,Private,613,2,2015-01-17T01:44:26+00:00
5740043,3130179,https://gg2-replays-prod.s3.amazonaws.com/99771627a5d4be551e5f961c037298d5.SC2Replay,2.1.8.33553,1,Crooked Maw,4170,https://gg2-mi-dev.s3.amazonaws.com/crooked_maw.jpg,2v2,Ladder,483,1,2014-12-20T20:50:02+00:00
5740044,3130180,https://gg2-replays-prod.s3.amazonaws.com/231fe6f29c23709a223f7b1baae7237e.SC2Replay,2.1.7.33148,1,Metalopolis,5584,https://gg2-mi-dev.s3.amazonaws.com/metalopolis.jpg,1v1,Ladder,516,2,2014-12-18T01:43:31+00:00
5740045,3130181,https://gg2-replays-prod.s3.amazonaws.com/e2aa00229ca7f2ea46af062a018fe19a.SC2Replay,2.1.8.33553,1,Avalanche,4213,https://gg2-mi-dev.s3.amazonaws.com/avalanche.jpg,2v2,Ladder,1482,2,2014-12-19T21:03:35+00:00
5740046,3130182,https://gg2-replays-prod.s3.amazonaws.com/01617cfdb2e87f55afb4ee80cf60200b.SC2Replay,2.1.7.33148,1,Akilon Wastes,5582,https://gg2-mi-dev.s3.amazonaws.com/akilon_wastes.jpg,1v1,Ladder,412,1,2014-12-18T18:11:53+00:00
5740047,3130183,https://gg2-replays-prod.s3.amazonaws.com/00a067de266e72675d58c7aeba7c5bfb.SC2Replay,2.1.7.33148,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,327,0,2014-12-18T00:22:22+00:00
5740048,3130184,https://gg2-replays-prod.s3.amazonaws.com/274400451cd1ca5a46ae3e6e6c8fcc1e.SC2Replay,2.1.7.33148,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,762,0,2014-12-18T19:29:15+00:00
5740049,3130185,https://gg2-replays-prod.s3.amazonaws.com/70847e6c926aae1b9d7dadee0e1f468b.SC2Replay,2.1.7.33148,1,Shakuras Plateau,5585,https://gg2-mi-dev.s3.amazonaws.com/shakuras_plateau.jpg,1v1,Ladder,482,1,2014-12-18T17:47:27+00:00
5740050,3130186,https://gg2-replays-prod.s3.amazonaws.com/716f45c5d9c5d8b69b4edc3110611f66.SC2Replay,2.1.7.33148,1,Old Country,5186,https://gg2-mi-dev.s3.amazonaws.com/old_country.jpg,2v2,Ladder,54,1,2014-12-18T00:35:59+00:00
5740051,3130187,https://gg2-replays-prod.s3.amazonaws.com/d72075fe880f9809a8a4ed5cb935aec9.SC2Replay,2.1.7.33148,1,Isle of Slaughter,3384,https://gg2-mi-dev.s3.amazonaws.com/isle_of_slaughter.jpg,2v2,Ladder,852,0,2014-12-18T20:00:34+00:00
5740052,3130188,https://gg2-replays-prod.s3.amazonaws.com/248802562ba31e7fd5f748a42f7ace24.SC2Replay,2.1.7.33148,1,Crooked Maw,4170,https://gg2-mi-dev.s3.amazonaws.com/crooked_maw.jpg,2v2,Ladder,592,1,2014-12-18T01:19:03+00:00
5740053,3130189,https://gg2-replays-prod.s3.amazonaws.com/61598f04717217a2359856bdfc244788.SC2Replay,2.1.7.33148,1,Preservation LE,5172,https://gg2-mi-dev.s3.amazonaws.com/preservation_le.jpg,2v2,Ladder,462,2,2014-12-18T00:28:54+00:00
5740054,3130190,https://gg2-replays-prod.s3.amazonaws.com/7ab07502819ed0094a3b44e46d5a8b8e.SC2Replay,2.1.7.33148,1,Daybreak LE,5581,https://gg2-mi-dev.s3.amazonaws.com/daybreak_le.jpg,1v1,Ladder,5,2,2014-12-18T17:48:15+00:00
5740055,3130191,https://gg2-replays-prod.s3.amazonaws.com/2c073967a7d194de7298dd910d419480.SC2Replay,2.1.7.33148,1,Preservation LE,5172,https://gg2-mi-dev.s3.amazonaws.com/preservation_le.jpg,2v2,Ladder,673,2,2014-12-18T01:05:34+00:00
5740056,3130192,https://gg2-replays-prod.s3.amazonaws.com/3b6ad85e9c1a305a892370199d7a5305.SC2Replay,2.1.7.33148,1,Crystal Pools,4763,https://gg2-mi-dev.s3.amazonaws.com/crystal_pools.jpg,2v2,Ladder,271,2,2014-12-18T00:33:27+00:00
5740057,3130193,https://gg2-replays-prod.s3.amazonaws.com/cf690b997ae51f312032f109a636760e.SC2Replay,2.1.7.33148,1,Crystal Pools,4763,https://gg2-mi-dev.s3.amazonaws.com/crystal_pools.jpg,2v2,Ladder,419,0,2014-12-18T19:09:03+00:00
5740058,3130194,https://gg2-replays-prod.s3.amazonaws.com/85dfb65cc5c8297fbe14af2e4bb3d22a.SC2Replay,2.1.7.33148,1,Preservation LE,5172,https://gg2-mi-dev.s3.amazonaws.com/preservation_le.jpg,2v2,Ladder,1259,1,2014-12-18T00:51:55+00:00
5740059,3130195,https://gg2-replays-prod.s3.amazonaws.com/04affdeff5435100fc4e58f69b460133.SC2Replay,2.1.7.33148,1,Daybreak LE,5581,https://gg2-mi-dev.s3.amazonaws.com/daybreak_le.jpg,1v1,Ladder,925,1,2014-12-18T01:55:53+00:00
